gbifID,verbatimScientificName,decimalLatitude,decimalLongitude,populationDensity
2832788610,Sciurus vulgaris,46.179466,6.010112,365.724

2832776970,Sus scrofa,46.177768,6.011322,365.724

2832776723,Capreolus capreolus,46.17774,6.011352,365.724

2832764303,Capreolus capreolus,46.182201,6.016578,365.724

2832762621,Sciurus vulgaris,46.17903,6.014849,365.724

2832755595,Capreolus capreolus,46.177656,6.011387,365.724

2832746747,Capreolus capreolus,46.178983,6.014779,365.724

2832738008,Capreolus capreolus,46.17898,6.014863,365.724

2832733846,Capreolus capreolus,46.179003,6.014791,365.724

2832721813,Capreolus capreolus,46.178999,6.014846,365.724

2832717891,Capreolus capreolus,46.179001,6.014873,365.724

2832715319,Capreolus capreolus,46.177649,6.011159,365.724

2832714549,Capreolus capreolus,46.178978,6.014794,365.724

2832712752,Capreolus capreolus,46.177704,6.011333,365.724

2832707896,Sus scrofa,46.1808,6.016161,365.724

2832702707,Cervus elaphus,46.305148,6.140393,1550.767

2832702664,Capreolus capreolus,46.177737,6.011375,365.724

2832695712,Cervus elaphus,46.304761,6.140531,1550.767

2832694696,Capreolus capreolus,46.178999,6.014927,365.724

2832691882,Sus scrofa,46.177795,6.011352,365.724

2832685881,Cervus elaphus,46.30506,6.140294,1550.767

